classification	db_link	observation_name	observation_sum	1006_Rp_Control	1007_Rp_LE	1025_Rp_Control	1028_Rp_Control	1028bis_Rp_Control	1038_Rp_Control	1046_Rp_LE	1047_Rp_Control	1059_Rp_Control	1060_Rp_Control	1065_Rp_LE	1066_Rp_Control	1073_Rp_LE	1086_Rp_LE	1086bis_Rp_LE	1099_Rp_Control	1099bis_Rp_Control	1102_Rp_Control	1122_Rp_Control	1136_Rp_Control	1136bis_Rp_Control	1140_Rp_LE	1150_Rp_Control	1150bis_Rp_Control	581_Rm_Control	581bis_Rm_Control	592_Rm_LE	602_Rm_Control	612_Rm_Control	624_Rm_LE	624bis_Rm_LE	624ter_Rm_LE	629_Rm_Control	641_Rm_LE	651_Rm_Control	654_Rm_Control	665_Rm_LE	677_Rm_Control	680_Rm_LE	685_Rm_Control	689_Rm_LE	701_Rm_Control	732_Rm_LE	732bis_Rm_LE	750_Rm_Control	777_Rm_Control	798_Rm_LE	815_Rm_LE	817_Rm_Control	827_Rm_LE	835_Rm_Control	855_Rm_Control	862_Rm_LE	896_Rm_Control	920_Rm_LE	927_Rm_Control	935_Rm_Control	944_Rp_Control	950_Rp_LE	950bis_Rp_LE	952_Rp_LE	959_Rp_Control	964_Rp_Control	966_Rp_LE	972_Rp_Control	978_Rp_LE	978bis_Rp_LE	989_Rp_Control	992_Rp_LE
Lyases;Carbon-carbon lyases;Oxo-acid-lyases;mhpE, 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]	https://www.genome.jp/dbget-bin/www_bget?K01666	K01666	48794.149999999994	252.0	549.0	191.33	380.17	292.33000000000004	231.83	1078.5	165.32999999999998	298.33	352.67	630.5	207.5	758.83	976.83	320.5	323.0	375.33	532.0	312.33000000000004	369.16999999999996	349.83000000000004	983.83	1067.5	533.5	751.17	1032.0	1095.5	1075.0	632.33	549.1700000000001	936.33	495.83	1018.0	405.5	1295.0	337.67	742.0	917.0	553.0	417.0	1488.67	512.6700000000001	625.0	304.0	606.0	392.67	476.67	780.0	1415.5	1134.33	1175.5	579.0	711.33	834.67	2442.83	1094.67	425.0	247.33	935.17	548.83	566.3299999999999	635.6700000000001	275.66999999999996	974.83	701.33	2479.17	372.0	1655.67	619.0
Lyases;Carbon-carbon lyases;Other carbon-carbon lyases;tnaA, tryptophanase [EC:4.1.99.1]	https://www.genome.jp/dbget-bin/www_bget?K01667	K01667	97526.18	294.83	895.0	141.0	669.0	714.5	649.0	1287.5	243.83	407.17	421.83	800.83	141.0	1048.0	1021.17	1071.0	1909.33	1011.17	738.33	1185.17	315.67	513.0	895.67	452.67	381.0	2876.0	2136.17	3266.0	1589.67	1997.5	2695.67	3639.67	1884.5	3080.0	2402.17	1458.33	842.0	1736.5	1221.5	1730.17	1045.17	3126.67	1050.0	1932.67	293.5	1703.83	2521.83	2384.17	2008.17	1720.83	2611.33	1772.17	1123.5	2594.17	2295.17	1788.0	1982.33	1604.17	920.33	1053.0	943.5	2014.33	1166.33	917.33	662.67	700.83	2218.5	518.8299999999999	1779.33	1310.0
Lyases;Carbon-carbon lyases;Other carbon-carbon lyases;phrB, deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	https://www.genome.jp/dbget-bin/www_bget?K01669	K01669	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;cynT, can, carbonic anhydrase [EC:4.2.1.1]	https://www.genome.jp/dbget-bin/www_bget?K01673	K01673	641053.7300000001	3858.83	7648.83	6007.67	2339.5	2376.92	7814.75	11140.42	8581.75	7806.33	11942.83	7604.33	6242.25	6391.17	13650.58	6378.5	13268.33	8950.83	11314.58	10601.08	2250.92	3237.0	9369.33	5707.0	3644.58	5367.0	7273.83	8045.08	15560.58	10263.92	9934.08	10034.33	5488.92	11544.75	7962.5	13489.75	13143.0	5142.67	14800.08	10297.42	12498.92	10700.83	16288.58	5796.08	3419.67	9425.08	5602.42	7512.17	11834.33	15944.92	13985.67	17763.08	13991.83	11345.08	14844.42	5934.17	12950.25	12072.25	10001.67	2111.75	3006.42	5842.0	12513.17	11372.67	10385.0	14841.75	13211.83	3162.33	15882.17	10337.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;cah, carbonic anhydrase [EC:4.2.1.1]	https://www.genome.jp/dbget-bin/www_bget?K01674	K01674	213.40000000000003	0.6	0.4	1.2	2.2	0.6	0.4	9.2	0.6	6.0	2.4	0.2	0.2	12.0	1.0	0.4	0.4	0.2	5.0	2.6	1.8	2.6	2.0	13.6	4.8	3.6	8.0	1.2	4.0	2.0	4.0	6.0	2.6	5.4	13.0	7.4	1.4	0.0	1.6	2.0	10.8	5.0	2.2	1.2	5.4	2.8	1.0	0.6	0.2	0.4	3.8	4.0	1.4	0.6	2.8	1.4	1.4	0.2	0.4	11.6	2.2	7.6	3.8	6.8	0.6	0.6	0.8	0.4	0.8	0.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;E4.2.1.2A, fumA, fumB, fumarate hydratase, class I [EC:4.2.1.2]	https://www.genome.jp/dbget-bin/www_bget?K01676	K01676	695438.39	4270.24	8972.91	5254.34	1964.5	2005.8400000000001	8513.75	11542.84	7600.08	7397.58	12476.49	8447.49	6144.25	6476.84	12729.08	6817.0	14301.74	9120.83	11373.49	11835.58	1383.01	1572.75	9138.58	2272.42	1513.4099999999999	7668.25	7429.08	10703.41	16237.33	11511.84	12281.08	13175.08	7075.09	14075.0	10283.92	14592.83	13650.25	7106.84	15920.91	12266.26	13534.76	10729.83	16867.41	7329.08	3671.09	11406.74	7742.42	9286.51	13113.83	18646.670000000002	16105.17	18857.829999999998	14943.91	13390.08	16179.01	7530.09	14468.58	14212.92	10640.67	2705.0	3777.59	7984.33	12990.67	12347.42	11062.42	15638.33	15004.41	3633.49	15018.17	9517.75
Lyases;Carbon-oxygen lyases;Hydro-lyases;E4.2.1.2AA, fumA, fumarate hydratase subunit alpha [EC:4.2.1.2]	https://www.genome.jp/dbget-bin/www_bget?K01677	K01677	534536.3999999999	5538.75	3926.17	4485.41	9250.75	6650.08	4914.66	5548.33	7634.33	10868.83	9939.67	12825.25	11528.75	6260.66	8178.41	5000.17	4621.5	3968.33	9804.75	5093.83	9488.92	9347.83	8178.75	7959.5	4956.5	12001.67	12140.83	7885.42	8345.25	6599.83	6681.09	11285.25	6528.33	8522.75	3589.17	13080.75	7577.42	10793.0	8661.83	6006.25	7213.25	9481.67	9069.92	8701.0	1673.67	5383.5	12373.92	11499.5	9071.25	6314.17	8186.41	7107.5	6356.25	7734.33	7635.17	5867.25	9573.67	5634.5	6538.33	13513.42	7076.25	5220.66	9222.42	9716.67	7588.16	5568.08	6003.34	3005.08	9255.17	7282.92
Lyases;Carbon-oxygen lyases;Hydro-lyases;E4.2.1.2AB, fumB, fumarate hydratase subunit beta [EC:4.2.1.2]	https://www.genome.jp/dbget-bin/www_bget?K01678	K01678	534536.3999999999	5538.75	3926.17	4485.41	9250.75	6650.08	4914.66	5548.33	7634.33	10868.83	9939.67	12825.25	11528.75	6260.66	8178.41	5000.17	4621.5	3968.33	9804.75	5093.83	9488.92	9347.83	8178.75	7959.5	4956.5	12001.67	12140.83	7885.42	8345.25	6599.83	6681.09	11285.25	6528.33	8522.75	3589.17	13080.75	7577.42	10793.0	8661.83	6006.25	7213.25	9481.67	9069.92	8701.0	1673.67	5383.5	12373.92	11499.5	9071.25	6314.17	8186.41	7107.5	6356.25	7734.33	7635.17	5867.25	9573.67	5634.5	6538.33	13513.42	7076.25	5220.66	9222.42	9716.67	7588.16	5568.08	6003.34	3005.08	9255.17	7282.92
Lyases;Carbon-oxygen lyases;Hydro-lyases;E4.2.1.2B, fumC, FH, fumarate hydratase, class II [EC:4.2.1.2]	https://www.genome.jp/dbget-bin/www_bget?K01679	K01679	103189.23	1509.33	596.3299999999999	1811.67	2047.0	962.9200000000001	450.0	1504.67	634.5	1548.33	732.3299999999999	417.33	843.75	1090.67	2210.33	577.0	1031.83	1073.83	1633.58	768.3299999999999	1718.67	2235.0	1365.33	5463.75	2985.83	960.0	1733.33	1252.33	4818.83	2389.67	1148.33	1435.33	697.6700000000001	2650.5	843.0	1253.5	1618.0	525.67	861.3299999999999	765.6700000000001	1918.67	3852.33	2234.33	1470.33	265.67	746.3299999999999	1445.67	1336.67	1143.33	1212.92	1409.67	2675.33	1242.83	956.3299999999999	1599.92	1025.67	2645.75	585.0	502.92	2229.0	349.66999999999996	695.0	2620.67	1303.92	613.0	1538.25	1718.33	335.33	3450.92	1900.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;ACO, acnA, aconitate hydratase [EC:4.2.1.3]	https://www.genome.jp/dbget-bin/www_bget?K01681	K01681	1170326.0099999998	9576.76	11833.48	9488.449999999999	10897.949999999999	8828.02	12720.31	15921.869999999999	16050.68	18215.74	22097.48	20513.11	18041.95	12171.0	20378.82	11209.82	17941.309999999998	12936.44	21596.66	15687.59	11356.56	12384.68	17063.410000000003	14642.1	9333.21	17271.27	19299.489999999998	15811.779999999999	23545.91	16297.42	16434.5	21443.66	11944.52	20495.9	11621.42	26709.15	20272.82	16091.84	23464.84	16650.84	19885.64	18104.829999999998	24825.78	14307.61	5098.91	15154.96	17868.26	19086.19	21056.61	22512.91	22312.05	24850.91	20364.56	19099.840000000004	22780.309999999998	11798.74	22597.32	17862.2	16717.07	15497.77	10131.789999999999	11046.51	21705.559999999998	21304.809999999998	18078.260000000002	20638.93	19177.05	6270.139999999999	25571.059999999998	16376.67
Lyases;Carbon-oxygen lyases;Hydro-lyases;acnB, aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	https://www.genome.jp/dbget-bin/www_bget?K01682	K01682	24103.979999999996	34.33	115.33	1081.67	883.0	319.67	75.0	918.67	138.0	588.33	37.33	81.33	184.0	712.67	1582.33	252.0	226.32999999999998	254.32999999999998	95.33	116.33	650.67	573.0	840.33	224.0	149.32999999999998	206.0	204.33	390.33	497.33	699.67	435.33	309.33	153.67	120.0	157.0	274.0	594.0	69.67	156.32999999999998	43.67	87.67	2662.33	772.33	359.33	39.67	23.33	389.67	225.67	242.32999999999998	102.67	146.67	294.33	78.33	315.33	44.67	132.67	163.0	29.0	27.67	564.0	45.67	127.0	195.67000000000002	24.67	124.0	97.0	261.33	41.33	620.67	1422.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;araD, D-arabinonate dehydratase [EC:4.2.1.5]	https://www.genome.jp/dbget-bin/www_bget?K01683	K01683	8287.0	95.0	99.0	58.0	88.0	33.0	55.0	147.0	63.0	66.0	83.0	127.0	109.0	165.0	147.0	55.0	72.0	91.0	99.0	52.0	38.0	24.0	381.0	91.0	48.0	163.0	125.0	167.0	183.0	101.0	160.0	222.0	68.0	88.0	121.0	186.0	131.0	136.0	84.0	163.0	208.0	356.0	235.0	109.0	18.0	149.0	172.0	99.0	308.0	194.0	140.0	226.0	96.0	158.0	101.0	74.0	121.0	51.0	64.0	48.0	93.0	59.0	97.0	84.0	164.0	105.0	125.0	49.0	84.0	116.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;dgoD, galactonate dehydratase [EC:4.2.1.6]	https://www.genome.jp/dbget-bin/www_bget?K01684	K01684	32696.399999999998	250.6	330.4	162.2	310.2	185.6	184.4	496.7	186.6	208.0	321.4	492.2	301.2	625.5	507.5	367.4	581.4	354.2	323.5	247.6	129.8	142.6	1022.5	345.6	201.8	578.6	483.0	774.2	566.0	397.0	706.0	1033.0	372.6	549.4	679.0	928.4	467.4	465.5	373.1	604.5	599.8	1349.0	708.7	412.2	107.4	547.8	618.0	395.1	1000.2	585.9	578.3	861.0	303.4	958.1	536.8	324.9	461.4	262.2	255.4	202.6	351.7	365.6	438.3	413.8	573.1	352.6	472.3	225.4	485.8	693.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;uxaA, altronate hydrolase [EC:4.2.1.7]	https://www.genome.jp/dbget-bin/www_bget?K01685	K01685	280094.9800000001	1318.33	4410.33	772.6700000000001	1879.0	1557.67	1760.0	5551.67	1154.0	1229.33	2073.33	6334.33	1264.0	3760.67	6284.33	3539.0	5495.33	4426.33	2933.33	2293.33	1261.67	1351.0	5905.33	2636.0	1571.33	6499.0	7004.33	7604.33	3591.33	3414.67	4228.33	5516.33	2788.67	4413.0	4093.0	3464.0	2384.0	6312.67	4849.33	5826.67	3371.67	6181.33	3604.33	6308.33	1779.67	5579.33	2698.67	2562.67	6845.33	5193.67	6902.67	3950.33	3893.33	4964.33	4318.67	6604.67	4613.0	4208.0	1947.67	1427.0	3665.67	6612.0	1858.67	2645.67	4837.0	2703.0	13975.33	3805.33	5843.67	4442.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;uxuA, mannonate dehydratase [EC:4.2.1.8]	https://www.genome.jp/dbget-bin/www_bget?K01686	K01686	686507.5499999999	4194.1	9066.4	4958.78	2008.6200000000001	1636.9299999999998	8221.73	12105.95	7671.43	7485.58	12981.07	8800.7	6255.7	7129.33	13433.08	6869.4	14029.9	9500.53	10743.75	11050.18	1419.47	1521.6799999999998	10603.33	3159.6	1823.3	6896.77	7832.5	9674.45	16058.75	10656.58	11133.92	12152.08	6327.18	13255.9	9062.25	16086.15	13387.57	6724.0	16052.85	12232.5	13469.8	11035.17	16902.62	6720.45	3707.15	11344.05	6699.42	8118.52	14400.45	18596.15	16258.13	18938.25	14656.9	12642.43	15542.47	7700.73	14289.57	13262.95	10287.48	1606.27	3774.2799999999997	6832.43	12094.47	11749.47	11538.43	15338.68	15738.97	3945.9	15004.97	10107.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;ilvD, dihydroxy-acid dehydratase [EC:4.2.1.9]	https://www.genome.jp/dbget-bin/www_bget?K01687	K01687	1360622.9599999997	10522.51	13684.65	11586.779999999999	12819.449999999999	10255.6	14067.56	19338.199999999997	17091.510000000002	19624.08	23529.980000000003	22452.110000000004	19234.95	14658.58	23625.16	12774.32	20549.06	14768.78	23625.660000000003	17848.93	12825.81	13885.18	20286.0	16001.27	10266.130000000001	21814.019999999997	22885.829999999998	20611.199999999997	26902.25	19999.5	20793.339999999997	27036.0	14624.35	24559.15	15198.09	30286.730000000003	23116.57	19310.42	25792.010000000002	19883.089999999997	22323.139999999996	25768.92	28734.95	17713.449999999997	5735.74	18377.96	22127.67	22605.689999999995	24804.7	26993.82	26266.96	28158.0	22353.230000000003	22889.93	25676.559999999994	14660.32	25679.65	20788.12	18340.730000000003	18098.27	11945.87	14188.84	24019.969999999998	23558.969999999998	20066.18	22653.510000000002	22981.47	7275.389999999999	28280.219999999998	19419.92
Lyases;Carbon-oxygen lyases;Hydro-lyases;ENO, eno, enolase [EC:4.2.1.11]	https://www.genome.jp/dbget-bin/www_bget?K01689	K01689	1370410.86	11370.51	13450.65	11983.23	13422.699999999999	10498.85	13897.21	19235.449999999997	17232.71	20097.58	23357.030000000002	21914.860000000004	19170.850000000002	14195.78	23513.26	12522.119999999999	20006.06	14555.28	23899.160000000003	17802.93	13566.76	15036.380000000001	19261.25	19963.120000000003	12064.130000000001	21273.019999999997	23577.03	20329.699999999997	29709.15	20612.25	20397.339999999997	26069.75	14683.1	25375.4	14841.59	29356.730000000003	23114.82	18638.32	25652.960000000003	19245.089999999997	22466.639999999996	24545.92	28453.45	17804.699999999997	5654.24	17792.21	22094.17	22515.089999999997	23731.95	26842.32	26176.71	28812.25	22458.880000000005	22396.38	25890.059999999994	15154.07	26848.350000000002	20641.87	18256.880000000005	19629.469999999998	11665.37	14083.34	25942.719999999998	23708.769999999997	19551.88	22979.760000000002	23561.120000000003	7097.039999999999	29872.469999999998	18888.67
Lyases;Carbon-oxygen lyases;Hydro-lyases;edd, phosphogluconate dehydratase [EC:4.2.1.12]	https://www.genome.jp/dbget-bin/www_bget?K01690	K01690	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;hisB, imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	https://www.genome.jp/dbget-bin/www_bget?K01693	K01693	597175.2999999999	5893.85	4017.3199999999997	6080.61	10388.449999999999	7942.43	5190.8099999999995	6523.28	8910.93	11882.08	10129.57	12936.45	12377.2	6951.91	9737.41	5319.57	5097.4	4570.53	11923.75	5642.43	11048.72	11928.68	9000.75	12970.1	8336.05	12564.27	14022.58	8408.369999999999	9562.0	7166.33	7235.09	11779.0	6815.93	9714.15	3780.92	13477.65	8675.82	10907.75	8893.93	6198.0	7982.05	12270.92	10546.12	9292.2	1808.32	5531.3	13065.17	12496.1	9447.2	6569.32	8543.96	8025.5	6920.9	8185.68	9099.720000000001	6071.65	10591.32	5836.45	7114.98	14809.27	7274.2	5427.26	10422.97	10483.47	7676.76	6542.43	6355.14	3077.73	12899.22	8805.92
Lyases;Carbon-oxygen lyases;Hydro-lyases;trpA, tryptophan synthase alpha chain [EC:4.2.1.20]	https://www.genome.jp/dbget-bin/www_bget?K01695	K01695	852091.0600000003	5426.91	9982.25	7519.83	4817.0	4341.25	9006.16	14338.5	9823.66	9848.08	14612.08	10102.66	7900.0	9077.58	16807.91	8602.17	15724.66	11061.33	13535.91	12152.33	5710.01	6681.58	12643.5	9839.42	6198.08	9147.17	12784.58	11662.5	19851.0	13239.75	13087.09	14929.75	8211.75	17021.0	9915.59	19540.58	15189.67	9898.92	18798.91	14596.84	15727.59	15689.42	19263.25	8162.75	4524.59	13285.41	8804.67	10184.34	16711.25	19940.92	19072.410000000003	21379.75	16321.08	14102.33	18174.759999999995	9221.17	16539.75	14311.17	12009.83	5078.17	5899.17	8324.49	14862.92	13315.17	13135.83	17673.910000000003	17222.42	5418.24	20789.67	13316.67
Lyases;Carbon-oxygen lyases;Hydro-lyases;trpB, tryptophan synthase beta chain [EC:4.2.1.20]	https://www.genome.jp/dbget-bin/www_bget?K01696	K01696	846040.1100000001	5315.51	9815.65	8524.36	5502.87	4541.18	8919.89	15038.699999999999	9842.59	10289.41	14079.15	9620.859999999999	7828.2	9362.91	17969.239999999998	8299.57	15180.06	10684.859999999999	13496.91	12139.26	6255.4800000000005	7157.51	13175.83	10077.02	6334.88	8879.44	12542.58	11451.7	19766.0	12619.08	13001.76	14216.08	8118.68	16375.4	9739.59	18536.980000000003	15535.74	9161.92	18399.510000000002	13667.84	15535.39	17446.09	19688.12	8138.95	4409.99	12507.21	8767.34	9933.61	15619.45	19472.32	18418.54	21316.75	16205.48	13921.26	17982.23	8709.9	16435.82	14040.37	11892.56	5243.4400000000005	5622.7	7899.42	14849.39	13243.64	12827.76	17547.84	16745.89	5082.639999999999	21185.140000000003	13886.67
Lyases;Carbon-oxygen lyases;Hydro-lyases;CBS, cystathionine beta-synthase [EC:4.2.1.22]	https://www.genome.jp/dbget-bin/www_bget?K01697	K01697	24250.75	88.75	14.0	346.5	112.0	828.0	15.0	42.0	1147.25	242.0	71.25	45.0	520.75	36.0	4.0	30.0	221.0	427.0	1183.25	132.75	623.25	1574.0	21.0	3546.0	2268.25	258.0	1385.0	74.0	230.5	92.0	18.0	34.0	71.0	294.25	2.0	122.0	210.0	18.0	36.0	13.0	71.0	19.0	324.0	138.0	4.5	11.0	193.0	496.0	29.0	92.0	52.0	91.5	41.0	34.0	622.0	3.0	242.0	81.0	368.0	732.0	175.0	16.0	832.0	370.75	14.0	412.5	56.25	32.0	2290.5	11.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;hemB, ALAD, porphobilinogen synthase [EC:4.2.1.24]	https://www.genome.jp/dbget-bin/www_bget?K01698	K01698	94859.12999999999	543.5799999999999	828.58	1554.5	1736.17	972.5000000000001	501.58	2049.92	701.0799999999999	1210.4099999999999	781.7499999999999	956.3299999999999	790.25	1494.75	2468.66	930.0	1393.33	1149.1599999999999	1127.83	951.41	1189.5900000000001	1239.08	1896.66	1092.75	693.3299999999999	1403.67	2130.58	1569.58	2562.58	1940.5	1275.0	1705.9099999999999	1031.0	2125.75	1017.25	2300.0	1628.67	839.9200000000001	1134.83	872.9200000000001	1510.67	4218.75	2249.0	1147.33	363.91999999999996	769.3299999999999	1257.0900000000001	1466.34	1706.58	1450.17	1377.25	1949.83	1238.58	1496.91	1866.8400000000001	931.0000000000001	1948.17	774.25	615.0	1251.42	857.2500000000001	870.3299999999999	1398.59	881.34	849.3299999999999	1470.33	1532.25	617.0799999999999	2487.84	2515.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;pduC, propanediol dehydratase large subunit [EC:4.2.1.28]	https://www.genome.jp/dbget-bin/www_bget?K01699	K01699	9054.0	42.0	157.0	25.0	61.0	51.0	41.0	134.0	26.0	61.0	135.0	139.0	72.0	90.0	121.0	114.0	250.0	205.0	92.0	73.0	22.0	41.0	180.0	56.0	30.0	153.0	162.0	191.0	162.0	118.0	115.0	334.0	82.0	278.0	136.0	362.0	97.0	168.0	124.0	172.0	145.0	301.0	212.0	174.0	32.0	156.0	134.0	160.0	319.0	265.0	190.0	215.0	71.0	151.0	186.0	114.0	156.0	115.0	59.0	33.0	76.0	117.0	116.0	69.0	83.0	96.0	129.0	73.0	86.0	149.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;leuC, IPMI-L, 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	https://www.genome.jp/dbget-bin/www_bget?K01703	K01703	1330635.4599999997	10482.76	13203.9	11544.279999999999	12687.949999999999	10134.35	13946.56	18695.449999999997	16859.510000000002	19512.33	22961.730000000003	21935.610000000004	18937.7	14101.08	23156.16	12445.57	19885.31	14229.53	23609.660000000003	17739.68	12687.06	13741.43	19528.0	15533.77	9953.630000000001	20994.519999999997	22139.329999999998	19918.449999999997	26879.5	19787.5	20168.839999999997	25983.75	14242.35	24261.65	14688.84	29150.980000000003	22878.07	18633.92	25279.510000000002	19160.589999999997	22332.139999999996	24542.42	28305.2	17135.95	5635.74	17630.71	21583.92	22393.939999999995	23723.7	26054.07	25348.46	27944.0	22240.980000000003	22261.43	25725.809999999994	14018.07	25590.15	20335.37	18066.730000000003	17937.27	11541.12	13780.59	23872.969999999998	23276.969999999998	19520.18	22540.510000000002	21834.22	6976.889999999999	27923.469999999998	18881.67
Lyases;Carbon-oxygen lyases;Hydro-lyases;leuD, IPMI-S, 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	https://www.genome.jp/dbget-bin/www_bget?K01704	K01704	1317364.4599999997	10359.76	13071.9	11473.279999999999	12572.949999999999	10057.35	13852.56	18508.449999999997	16765.510000000002	19430.33	22788.730000000003	21744.61	18796.7	13901.08	22982.16	12332.57	19678.31	14074.53	23447.660000000003	17608.68	12636.06	13686.43	19114.0	15397.77	9874.630000000001	20726.519999999997	21962.329999999998	19644.449999999997	26632.5	19614.5	19920.839999999997	25583.75	14138.35	24055.65	14459.84	28793.980000000003	22667.07	18410.92	25145.510000000002	18883.589999999997	22114.139999999996	23968.42	27985.2	16943.95	5574.74	17356.71	21288.92	22214.939999999995	23314.7	25786.07	25111.46	27606.0	22101.980000000003	21975.43	25558.809999999994	13926.07	25437.15	20196.37	17929.730000000003	17847.27	11385.12	13638.59	23729.969999999998	23027.969999999998	19232.18	22385.510000000002	21632.22	6870.889999999999	27767.469999999998	18660.67
Lyases;Carbon-oxygen lyases;Hydro-lyases;gudD, glucarate dehydratase [EC:4.2.1.40]	https://www.genome.jp/dbget-bin/www_bget?K01706	K01706	27439.979999999992	341.33	416.33	177.67	338.0	143.67000000000002	168.0	450.67	206.0	245.32999999999998	291.33	415.33	419.0	515.6700000000001	455.33	175.0	297.33	335.33	349.33	167.33	127.67	98.0	1150.33	322.0	167.33	495.0	381.33	531.3299999999999	604.33	309.67	494.33	696.33	215.67	337.0	370.0	621.0	401.0	417.67	271.33	520.6700000000001	655.67	1101.33	723.33	339.33	63.67	463.33	557.67	315.67	952.33	618.67	438.67	727.33	294.33	497.33	353.67	230.67	415.0	186.0	219.67000000000002	292.0	298.67	191.0	383.67	279.67	525.0	382.0	450.33	182.32999999999998	503.66999999999996	358.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;garD, galactarate dehydratase [EC:4.2.1.42]	https://www.genome.jp/dbget-bin/www_bget?K01708	K01708	8601.0	97.0	101.0	58.0	90.0	33.0	59.0	155.0	65.0	66.0	89.0	141.0	117.0	167.0	149.0	65.0	80.0	95.0	101.0	52.0	38.0	24.0	385.0	93.0	52.0	175.0	127.0	179.0	183.0	105.0	160.0	242.0	72.0	92.0	127.0	194.0	133.0	142.0	86.0	171.0	208.0	360.0	245.0	113.0	20.0	155.0	182.0	103.0	322.0	196.0	148.0	230.0	100.0	182.0	105.0	74.0	123.0	53.0	64.0	48.0	101.0	69.0	101.0	84.0	164.0	107.0	127.0	51.0	84.0	122.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;rfbG, CDP-glucose 4,6-dehydratase [EC:4.2.1.45]	https://www.genome.jp/dbget-bin/www_bget?K01709	K01709	65861.65	356.0	707.0	316.33000000000004	499.67	359.33	376.33	1111.5	333.33000000000004	346.33	699.67	1057.0	451.0	1016.83	1068.83	611.0	1070.0	774.3299999999999	621.5	488.33	343.67	305.33000000000004	1236.83	863.0	513.0	1345.67	1440.0	1380.0	1308.0	893.33	1096.67	1667.33	738.33	1272.0	909.0	1950.0	734.67	920.5	1185.5	1137.5	829.0	1863.67	988.17	849.0	301.0	1092.0	844.67	604.1700000000001	1701.0	1494.5	1539.83	1378.0	741.0	1324.83	1089.67	1569.83	1192.67	702.0	501.33	607.67	749.83	846.33	957.17	628.6700000000001	1016.83	987.33	2513.17	626.0	1658.67	1159.0
Lyases;Carbon-oxygen lyases;Hydro-lyases;E4.2.1.46, rfbB, rffG, dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	https://www.genome.jp/dbget-bin/www_bget?K01710	K01710	1257568.7900000005	9536.09	12619.9	11042.480000000001	11586.949999999999	9411.6	13685.96	17696.449999999997	16053.54	18275.000000000004	21396.86	20556.94	18001.850000000002	12844.28	22060.43	11408.369999999999	18400.14	12975.7	22241.24	17200.350000000002	11306.930000000002	12368.630000000001	17420.67	15582.79	10074.130000000001	20179.519999999997	21251.2	18675.449999999997	25274.070000000003	18040.5	19560.51	24197.420000000002	13786.35	23248.15	14135.51	26593.81	21694.07	17462.32	24117.710000000003	17610.26	20754.809999999998	22323.09	26466.2	16584.620000000003	5229.74	16457.04	20899.249999999996	21529.01	21171.37	25150.649999999998	24069.789999999997	26222.670000000002	21500.880000000005	20985.300000000003	24742.729999999996	13314.07	24496.43	20361.04	17370.710000000003	17186.47	10323.12	13047.92	23611.299999999996	22329.349999999995	17939.050000000003	21075.09	22309.620000000003	6264.619999999999	27383.049999999996	16895.67
